DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C
2018-02-09,2,-4,24,-4,2,-2,2.1,89,7.375,1018,57.5,2,0,-10,116,116,338,1.8,2,7,météo très défavorable,17:47:00,08:03:00,-4
2018-02-10,4,-2,18,2,4,-0,2.3,98,7.75,1018,76,4,2,-2,266,182,122,0.7,1,7,météo très défavorable,17:49:00,08:01:00,1
2018-02-11,6,-1,27,4,6,1,2.6,94,8.5,1008,73.375,6,3,-2,296,353,182,0,1,5.3,météo très défavorable,17:51:00,08:00:00,2
2018-02-12,4,-1,19,-0,3,-1,1.3,88,8.75,1017,45.75,4,0,-5,371,119,113,1,1,7,météo très défavorable,17:53:00,07:58:00,0
2018-02-13,5,-1,26,-1,5,-0,0,87,10,1017,24.125,5,0,-7,113,113,122,0,2,8.7,météo très défavorable,17:54:00,07:56:00,-1
2018-02-14,5,-2,25,-2,5,2,0,72,10,1015,30.375,5,0,-8,113,113,122,0,2,8.7,météo très défavorable,17:56:00,07:54:00,-2
2018-02-15,8,2,25,2,8,6,9.2,94,5.25,1019,79.5,8,8,-4,302,266,116,0,2,3.8,météo très défavorable,17:58:00,07:52:00,2
2018-02-16,8,1,12,1,7,4,0,92,10,1027,11.75,8,1,-3,113,116,113,0,2,10.5,météo très défavorable,18:00:00,07:51:00,2
2018-02-17,8,2,10,2,7,5,0,86,10,1025,50.5,8,1,-1,119,122,113,0,1,8.4,météo très défavorable,18:01:00,07:49:00,2
2018-02-18,7,-2,13,-0,7,1,0,87,10,1026,9.75,7,0,-4,113,113,113,0,2,10.6,météo très défavorable,18:03:00,07:47:00,0
2018-02-19,6,-2,12,-1,6,3,0,75,10,1024,71,6,0,-5,122,119,122,0,2,5.3,météo très défavorable,18:05:00,07:45:00,-2
2018-02-20,6,-1,11,-0,6,1,0,77,10,1021,17.5,6,0,-1,113,113,113,0,2,10.6,météo très défavorable,18:06:00,07:43:00,0
2018-02-21,4,-3,20,-3,4,-1,0,92,10,1025,4,4,0,-7,113,113,113,0,2,10.7,météo très défavorable,18:08:00,07:41:00,-2
2018-02-22,4,-3,26,-3,4,-2,0,82,10,1023,1.25,4,0,-8,113,113,113,0,2,10.7,météo très défavorable,18:10:00,07:39:00,-3
2018-02-23,3,-3,24,-3,3,-2,0,70,10,1022,1.5,3,0,-9,113,113,113,0,2,10.7,météo très défavorable,18:11:00,07:37:00,-3
2018-02-24,5,-4,30,-4,5,-1,0,42,10,1024,14.75,5,0,-10,113,113,113,0,2,10.8,météo très défavorable,18:13:00,07:35:00,-4
2018-02-25,1,-5,25,-5,1,-3,0,47,10,1028,8.625,1,0,-11,113,113,113,0,2,10.8,météo très défavorable,18:15:00,07:33:00,-4
2018-02-26,-1,-6,28,-6,-1,-4,0,59,10,1029,40.625,0,0,-12,113,119,116,0,2,8.5,météo très défavorable,18:17:00,07:31:00,-6
2018-02-27,-2,-7,24,-7,-3,-5,0,69,10,1025,16.125,0,0,-13,113,113,116,0,2,10.9,météo très défavorable,18:18:00,07:29:00,-6
2018-02-28,-2,-8,27,-8,-3,-6,0,57,10,1020,12.25,0,0,-15,113,113,116,0,2,10.9,météo très défavorable,18:20:00,07:27:00,-8
2018-03-01,2,-6,27,-5,1,-2,0,47,10,1012,62.875,2,0,-12,122,323,116,0,1,10.1,météo très défavorable,18:22:00,07:25:00,-6
2018-03-02,-1,-2,23,-1,-1,-2,6.3,92,6.125,998,91,0,0,-7,122,338,338,4.9,2,5.5,météo très défavorable,18:23:00,07:23:00,-1
2018-03-03,6,-2,10,-2,5,2,0.4,94,7.875,997,50,6,3,-6,113,113,122,0,1,10.1,météo très défavorable,18:25:00,07:21:00,-1
2018-03-04,10,2,17,2,10,6,3.2,95,8.875,998,62,10,5,-2,113,122,296,0,3,7.1,météo très défavorable,18:27:00,07:19:00,2
2018-03-05,10,2,16,2,9,5,0.1,96,10,996,65.375,10,6,-2,119,122,116,0,3,7.1,météo très défavorable,18:28:00,07:16:00,2
2018-03-06,11,4,12,4,11,7,1.1,94,8.875,993,43.25,11,6,1,143,353,113,0,3,10.1,météo très défavorable,18:30:00,07:14:00,4
2018-03-07,8,4,20,4,8,6,5.5,93,9.25,1001,77.125,8,5,1,353,353,296,0,3,5.6,météo très défavorable,18:32:00,07:12:00,4
2018-03-08,8,2,36,3,8,5,7.6,92,9.375,1005,42.5,8,4,-3,116,296,176,0,2,8.6,météo très défavorable,18:33:00,07:10:00,2
2018-03-09,9,2,15,3,9,8,1.9,96,5.375,1008,78.5,9,7,0,143,263,266,0,3,7.1,météo très défavorable,18:35:00,07:08:00,3
2018-03-10,13,9,24,9,13,11,2.4,92,6.875,1002,76.125,13,10,6,116,122,266,0,3,7.1,météo défavorable,18:37:00,07:06:00,10
2018-03-11,15,8,20,10,13,10,4.6,92,7.625,999,60.75,15,10,7,296,266,113,0,3,8.6,météo correcte,18:38:00,07:03:00,9
2018-03-12,12,7,31,7,11,9,3.9,92,9.75,996,86.125,12,7,4,119,122,353,0,2,5.7,météo défavorable,18:40:00,07:01:00,8
2018-03-13,8,3,30,6,6,5,9.9,91,8.25,1013,91.125,8,6,1,296,302,122,0,2,5.9,météo très défavorable,18:42:00,06:59:00,8
2018-03-14,12,2,17,2,12,8,0,93,10,1014,24.375,12,4,-1,113,116,113,0,3,11.6,météo très défavorable,18:43:00,06:57:00,2
2018-03-15,9,6,24,7,8,6,7.2,79,9.25,1000,84,9,6,3,116,296,302,0,2,6,météo défavorable,18:45:00,06:55:00,7
2018-03-16,12,4,15,7,12,7,6,97,8.75,1005,65.875,12,7,4,353,353,353,0,2,8.8,météo défavorable,18:47:00,06:52:00,5
2018-03-17,3,-4,27,2,3,-2,0.6,90,6.875,1005,100,3,1,-5,332,332,332,0.5,1,6,météo très défavorable,18:48:00,06:50:00,1
2018-03-18,0,-4,24,-4,0,-1,3.2,80,2.75,1010,99,0,0,-10,338,338,338,2.7,1,6,météo très défavorable,18:50:00,06:48:00,-4
2018-03-19,2,-5,19,-5,2,-1,0.1,80,9.625,1016,49.75,2,0,-10,119,116,116,0.1,1,10.2,météo très défavorable,18:52:00,06:46:00,-5
2018-03-20,7,-4,28,-2,7,2,0.1,80,9.375,1028,31.875,7,0,-5,122,113,113,0.1,2,10.2,météo très défavorable,18:53:00,06:44:00,-4
2018-03-21,6,-2,11,-2,6,3,0,93,10,1030,22,6,0,-4,113,113,116,0,2,11.6,météo très défavorable,18:55:00,06:41:00,-2
2018-03-22,5,-1,22,2,4,5,6.1,97,6.25,1026,92.875,5,5,-3,122,302,248,0,1,6.1,météo très défavorable,18:57:00,06:39:00,1
2018-03-23,9,2,20,3,9,5,0.1,93,8,1014,64.125,9,4,-1,116,116,122,0,2,10.2,météo très défavorable,18:58:00,06:37:00,3
2018-03-24,13,1,12,2,12,9,0,90,10,1003,46.25,13,4,-1,113,119,116,0,2,10.3,météo correcte,19:00:00,06:35:00,2
2018-03-25,12,4,16,4,12,9,0.5,87,10,1012,59.125,12,5,4,116,122,353,0,3,7.7,météo très défavorable,19:01:00,06:32:00,5
2018-03-26,11,4,12,4,11,7,2.3,96,7.75,1018,56.625,11,5,1,266,116,176,0,2,10.3,météo très défavorable,19:03:00,06:30:00,5
2018-03-27,8,2,28,4,8,6,6.5,87,9.5,1017,79.375,8,7,1,122,296,296,0,3,6.4,météo très défavorable,19:05:00,06:28:00,2
2018-03-28,10,3,31,6,7,5,14,95,6.5,1007,98.75,10,9,3,266,302,302,0,2,6.4,météo défavorable,19:06:00,06:26:00,6
2018-03-29,10,1,18,1,8,6,0.5,96,9.875,1007,56.125,10,3,-3,122,113,122,0,3,10.3,météo très défavorable,19:08:00,06:24:00,1
2018-03-30,12,3,26,3,12,7,1.4,87,9.375,1004,68.25,12,5,-0,116,119,122,0,2,7.7,météo très défavorable,19:10:00,06:21:00,5
2018-03-31,12,2,15,3,11,7,5.1,92,9.625,1003,34.125,12,5,-1,116,113,356,0,3,11.6,météo très défavorable,19:11:00,06:19:00,2
2018-04-01,8,3,23,4,7,6,1.6,93,8.875,1014,87.875,8,4,0,122,122,122,0,2,6.5,météo très défavorable,19:13:00,06:17:00,4
2018-04-02,13,2,23,4,13,9,0.8,89,9.875,1013,93.375,13,7,0,122,122,122,0,2,6.5,météo très défavorable,19:14:00,06:15:00,4
2018-04-03,15,8,29,8,15,11,0.3,90,9.875,1002,62.125,15,9,5,116,116,200,0,3,7.8,météo correcte,19:16:00,06:13:00,8
2018-04-04,13,6,30,9,12,9,0.4,92,8.375,1003,66.75,13,9,5,119,116,122,0,3,9.1,météo défavorable,19:18:00,06:10:00,6
2018-04-05,8,3,26,6,7,5,0.6,86,10,1022,64.375,8,6,2,116,122,113,0,2,9.1,météo très défavorable,19:19:00,06:08:00,8
2018-04-06,15,2,24,3,14,11,0,78,10,1022,19.625,15,7,-1,113,113,116,0,4,11.6,météo correcte,19:21:00,06:06:00,2
2018-04-07,20,9,27,10,19,16,0,72,10,1011,9.125,20,12,7,113,113,113,0,5,11.6,météo favorable,19:23:00,06:04:00,9
2018-04-08,22,11,10,12,21,17,0.7,78,10,1009,56.125,24,10,11,122,116,122,0,5,10.4,météo correcte,19:24:00,06:02:00,11
2018-04-09,16,11,15,11,15,13,0.3,93,10,1007,60.125,16,11,10,116,122,116,0,4,12,météo correcte,19:26:00,06:00:00,11
2018-04-10,18,9,19,10,18,11,2.2,92,9,1005,64.375,18,10,8,113,119,353,0,3,10.9,météo correcte,19:27:00,05:58:00,10
2018-04-11,15,6,13,7,14,10,1.4,85,10,1007,35.875,15,8,6,116,116,113,0,3,13.3,météo correcte,19:29:00,05:56:00,6
2018-04-12,15,6,15,8,13,12,4.3,96,7.375,1003,45.25,15,12,6,143,296,386,0,4,11,météo correcte,19:31:00,05:54:00,6
2018-04-13,16,7,13,8,16,12,2.7,93,10,1014,30.125,16,10,7,113,116,353,0,4,13.8,météo correcte,19:32:00,05:51:00,7
2018-04-14,18,7,3,9,18,13,7.5,91,9.25,1018,51.625,18,10,9,113,353,356,0,4,13.3,météo correcte,19:34:00,05:49:00,7
2018-04-15,18,9,17,10,18,13,8.1,94,9.25,1017,39,18,11,8,116,116,176,0,3,13.9,météo correcte,19:35:00,05:47:00,9
2018-04-16,15,7,12,9,15,12,0.3,94,8.875,1020,37.75,15,9,8,116,116,113,0,4,13.3,météo correcte,19:37:00,05:45:00,7
2018-04-17,19,8,13,9,19,16,0,87,10,1028,14.125,19,11,8,113,113,113,0,5,14,météo favorable,19:39:00,05:43:00,8
2018-04-18,25,12,12,13,23,19,0,78,10,1031,3.75,25,13,13,113,113,113,0,5,14,météo favorable,19:40:00,05:41:00,12
2018-04-19,26,13,19,14,25,21,0,72,10,1028,0.375,26,14,13,113,113,113,0,6,14,météo favorable,19:42:00,05:39:00,13
2018-04-20,26,16,9,17,26,21,0,77,10,1024,9.625,27,16,17,113,113,113,0,6,14.1,météo idéale,19:43:00,05:37:00,16
2018-04-21,23,13,11,14,23,19,0,82,10,1022,8.25,25,13,15,113,113,113,0,5,14.1,météo favorable,19:45:00,05:35:00,13
2018-04-22,24,13,22,15,24,19,5.7,82,9.625,1016,14.75,26,16,15,113,386,176,0,6,14.1,météo correcte,19:46:00,05:33:00,13
2018-04-23,17,9,19,11,17,12,2.7,91,9.625,1018,27.625,17,12,9,116,113,113,0,3,14.2,météo correcte,19:48:00,05:31:00,11
2018-04-24,16,7,19,8,12,15,0.1,84,10,1019,61.25,16,12,5,116,119,122,0,4,8.9,météo correcte,19:50:00,05:29:00,7
2018-04-25,15,7,26,11,15,11,2.1,90,9.875,1015,56.5,15,11,9,122,353,113,0,3,11.1,météo correcte,19:51:00,05:27:00,12
2018-04-26,13,6,26,7,13,10,0.7,85,9.875,1018,41.625,13,6,4,119,113,113,0,3,13.4,météo correcte,19:53:00,05:25:00,7
2018-04-27,17,5,18,7,16,13,0.5,81,9.875,1017,30.25,17,9,5,113,113,116,0,4,14.3,météo correcte,19:54:00,05:23:00,6
2018-04-28,15,7,22,9,15,10,1.5,91,9.75,1012,60.25,15,9,6,122,122,176,0,3,11.2,météo correcte,19:56:00,05:22:00,8
2018-04-29,18,5,20,9,13,13,9.9,96,8.875,1012,83.75,18,13,6,296,302,200,0,4,10.1,météo défavorable,19:57:00,05:20:00,6
2018-04-30,11,6,40,10,10,6,17,90,6.625,1004,95.625,11,10,4,302,353,296,0,2,9,météo très défavorable,19:59:00,05:18:00,11
2018-05-01,12,4,27,5,12,9,3.5,92,8.75,1014,73,12,6,1,122,119,353,0,2,11.4,météo très défavorable,20:00:00,05:16:00,4
2018-05-02,15,3,22,6,15,12,0.2,84,10,1014,10.25,15,7,4,113,113,113,0,4,14.5,météo correcte,20:02:00,05:14:00,3
2018-05-03,15,4,13,7,15,11,0.1,91,7.75,1021,22.625,15,7,6,113,113,113,0,3,14.5,météo correcte,20:04:00,05:12:00,4
2018-05-04,17,6,19,9,17,14,0,82,10,1023,2.375,17,9,8,113,113,113,0,4,14.5,météo correcte,20:05:00,05:11:00,7
2018-05-05,21,8,19,10,19,16,0,86,10,1024,0.25,21,12,8,113,113,113,0,5,14.5,météo favorable,20:07:00,05:09:00,8
2018-05-06,25,10,15,14,24,19,0,80,10,1023,0,26,16,14,113,113,113,0,6,14.5,météo favorable,20:08:00,05:07:00,10
2018-05-07,24,12,12,16,24,19,0,82,10,1020,0,25,14,16,113,113,113,0,6,14.5,météo idéale,20:10:00,05:05:00,12
2018-05-08,27,13,10,17,26,22,0,81,10,1014,7.625,27,15,17,113,113,113,0,6,14.5,météo idéale,20:11:00,05:04:00,13
2018-05-09,23,11,13,15,23,18,1.2,82,9.875,1008,11.375,25,16,15,113,113,176,0,5,14.5,météo favorable,20:13:00,05:02:00,11
2018-05-10,16,7,20,10,16,12,3.8,85,9.625,1020,46.5,16,11,8,353,119,176,0,3,13.5,météo correcte,20:14:00,05:01:00,9
2018-05-11,19,5,10,9,17,16,0.6,86,9.75,1021,25,19,11,8,113,176,113,0,4,14.5,météo favorable,20:16:00,04:59:00,5
2018-05-12,22,10,12,13,22,18,0.9,84,10,1016,34.375,25,14,13,116,113,119,0,5,13.6,météo favorable,20:17:00,04:57:00,10
2018-05-13,13,9,17,11,11,10,7.6,96,6.375,1014,96.875,13,12,8,296,302,266,0,3,9.8,météo défavorable,20:19:00,04:56:00,10
2018-05-14,18,9,17,11,14,17,4.1,97,6.75,1014,73.875,18,15,8,296,266,176,0,3,11.7,météo défavorable,20:20:00,04:54:00,9
2018-05-15,21,10,15,14,21,17,0.2,95,7.625,1016,28.875,24,14,14,143,113,113,0,4,14.5,météo favorable,20:21:00,04:53:00,10
2018-05-16,20,10,21,12,20,15,5,88,9.875,1020,47.75,20,15,11,116,176,353,0,5,12.6,météo favorable,20:23:00,04:52:00,11
2018-05-17,16,6,19,8,15,12,0,89,10,1023,21.625,16,9,5,116,113,113,0,4,14.5,météo correcte,20:24:00,04:50:00,6
2018-05-18,16,2,14,7,15,13,0,87,10,1024,28.375,16,9,5,116,116,113,0,4,14.5,météo correcte,20:26:00,04:49:00,2
2018-05-19,15,3,12,7,14,12,0,92,8,1023,34.5,15,9,5,116,119,113,0,3,12.6,météo correcte,20:27:00,04:48:00,3
2018-05-20,20,5,18,10,20,17,3,88,9.75,1023,14.75,20,15,10,113,113,176,0,5,14.5,météo favorable,20:28:00,04:46:00,5
2018-05-21,22,11,15,14,21,19,13.6,91,8.875,1018,39,25,15,13,353,356,356,0,4,13.6,météo défavorable,20:30:00,04:45:00,11
2018-05-22,22,12,6,16,22,20,20,90,8.5,1015,25.875,25,16,16,176,356,356,0,4,14.5,météo très défavorable,20:31:00,04:44:00,12
2018-05-23,21,13,14,15,21,18,21.8,93,7.5,1019,59.125,21,16,15,353,356,356,0,5,12.7,météo très défavorable,20:32:00,04:43:00,13
2018-05-24,23,12,8,16,22,19,12,88,8.875,1019,40.625,25,17,16,116,356,353,0,5,13.6,météo correcte,20:34:00,04:42:00,12
2018-05-25,24,12,8,16,24,21,3.7,90,9.75,1018,15,26,17,16,113,116,176,0,6,14.5,météo favorable,20:35:00,04:40:00,12
2018-05-26,27,14,12,18,26,23,0,85,9.875,1019,28.875,29,18,18,116,113,113,0,6,14.5,météo idéale,20:36:00,04:39:00,14
2018-05-27,28,16,10,20,28,20,30.5,84,7.5,1018,37.625,29,19,20,386,356,359,0,6,13.6,météo très défavorable,20:37:00,04:38:00,16
2018-05-28,26,15,13,19,26,22,10.2,82,9.125,1018,24,28,20,19,113,113,356,0,5,14.5,météo correcte,20:38:00,04:37:00,15
2018-05-29,24,15,22,20,24,20,10.5,90,9.375,1015,40,26,20,20,353,356,176,0,5,12.7,météo correcte,20:40:00,04:37:00,17
2018-05-30,24,13,10,18,24,23,11,90,7.875,1014,18,26,18,18,113,356,176,0,6,14.5,météo correcte,20:41:00,04:36:00,13
2018-05-31,24,16,9,18,24,23,14.7,91,9,1016,36.5,26,18,18,353,356,176,0,5,14.5,météo défavorable,20:42:00,04:35:00,16
2018-06-01,18,14,13,17,17,17,31,97,7.5,1020,80.5,18,16,17,359,302,353,0,4,10.9,météo très défavorable,20:43:00,04:34:00,15
2018-06-02,19,11,13,15,18,18,2,95,8.625,1020,72.5,19,16,14,122,353,176,0,4,11,météo défavorable,20:44:00,04:33:00,11
2018-06-03,24,12,9,16,23,21,0.3,93,8,1019,29.25,25,17,16,116,116,113,0,5,14.5,météo favorable,20:45:00,04:33:00,12
2018-06-04,24,14,16,17,24,22,0.2,88,10,1015,13.875,26,19,17,113,113,113,0,6,14.5,météo idéale,20:46:00,04:32:00,14
2018-06-05,20,14,19,15,20,18,0.3,96,7.75,1013,50.25,20,17,15,122,116,113,0,4,12.7,météo favorable,20:47:00,04:31:00,14
2018-06-06,26,11,10,16,25,22,8.7,92,7.25,1013,22.375,27,20,16,113,113,356,0,5,14.5,météo correcte,20:48:00,04:31:00,11
2018-06-07,25,16,9,19,25,22,7.6,92,8,1015,52.875,26,19,19,116,353,353,0,5,13.6,météo correcte,20:49:00,04:30:00,16
2018-06-08,23,16,13,18,23,20,5,94,9.875,1015,57.625,25,19,18,119,353,176,0,5,12.7,météo correcte,20:49:00,04:30:00,16
2018-06-09,24,15,9,17,22,22,0.2,94,6.75,1014,69.625,25,18,17,143,119,116,0,5,11.9,météo défavorable,20:50:00,04:29:00,15
2018-06-10,24,14,12,18,24,21,1.3,91,9.75,1013,39,26,18,18,116,353,176,0,6,12.8,météo correcte,20:51:00,04:29:00,14
2018-06-11,22,14,20,16,22,16,5.9,97,7.875,1013,81.25,24,17,16,353,119,302,0,4,10.1,météo défavorable,20:52:00,04:29:00,14
2018-06-12,15,12,16,14,13,15,5.6,96,8.625,1015,89.375,16,14,12,296,122,119,0,3,11,météo défavorable,20:52:00,04:29:00,14
2018-06-13,17,10,17,12,16,16,1.6,88,9.875,1018,65.875,17,12,11,353,353,176,0,4,11,météo défavorable,20:53:00,04:28:00,10
2018-06-14,18,9,19,13,18,14,2.2,90,8.75,1017,48.25,18,14,12,113,119,296,0,5,12.8,météo correcte,20:53:00,04:28:00,9
2018-06-15,22,10,8,14,22,20,0.1,91,8,1017,15.875,25,15,14,113,113,113,0,4,14.5,météo favorable,20:54:00,04:28:00,10
2018-06-16,20,12,15,15,18,17,0.1,89,10,1017,54.375,20,15,15,122,122,116,0,5,11.9,météo correcte,20:54:00,04:28:00,12
2018-06-17,16,10,18,13,16,15,0.5,88,8,1021,69.875,16,12,12,119,266,119,0,5,10.2,météo défavorable,20:55:00,04:28:00,10
2018-06-18,20,11,19,15,19,19,1.2,90,10,1022,77.75,20,16,14,122,353,353,0,4,10.2,météo défavorable,20:55:00,04:28:00,11
2018-06-19,19,12,14,15,18,19,0.4,94,10,1025,79.5,19,17,15,122,122,119,0,5,10.2,météo défavorable,20:55:00,04:28:00,12
2018-06-20,24,14,13,17,23,22,0.1,91,8,1024,28.75,26,19,17,116,116,113,0,5,14.5,météo favorable,20:56:00,04:28:00,14
2018-06-21,16,9,25,15,16,13,0.2,95,9,1027,34.25,16,15,13,122,113,113,0,3,13.6,météo correcte,20:56:00,04:28:00,14
2018-06-22,17,7,23,10,17,14,0.2,80,10,1029,35.75,17,10,8,116,116,116,0,4,13.6,météo correcte,20:56:00,04:29:00,7
2018-06-23,18,7,9,10,17,17,0,89,9,1029,57.625,18,12,10,116,119,119,0,5,11.9,météo correcte,20:56:00,04:29:00,7
