DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C
2013-01-01,7,2,26,5,7,3,11.4,95,9,1015,75.375,7,5,1,302,296,116,0,2,4.9,météo très défavorable,16:47:00,08:41:00,5
2013-01-02,5,2,16,3,5,4,0.5,96,9,1028,83.5,5,4,-1,122,119,119,0,1,3,météo très défavorable,16:48:00,08:41:00,3
2013-01-03,10,5,21,7,10,9,3.1,97,8.75,1036,93,10,9,3,122,122,296,0,2,3,météo défavorable,16:49:00,08:41:00,6
2013-01-04,9,6,15,7,9,7,0.3,97,10,1037,85.75,9,9,5,122,119,119,0,2,3,météo défavorable,16:51:00,08:41:00,8
2013-01-05,7,5,12,5,7,6,0.7,98,4.25,1035,82.75,7,6,3,248,263,143,0,2,3,météo très défavorable,16:52:00,08:40:00,5
2013-01-06,8,6,15,7,8,7,0.5,97,3.5,1034,88,8,7,5,143,119,248,0,2,3,météo très défavorable,16:53:00,08:40:00,6
2013-01-07,8,2,12,3,8,4,0.2,96,6,1031,63.125,8,7,2,143,116,122,0,2,6.8,météo très défavorable,16:54:00,08:40:00,5
2013-01-08,6,1,14,2,5,4,0,96,7,1028,69.625,6,4,-2,143,122,119,0,1,3.1,météo très défavorable,16:56:00,08:39:00,1
2013-01-09,4,2,18,2,4,3,2.1,97,6.625,1026,85.25,4,3,-2,122,266,143,0,2,3.1,météo très défavorable,16:57:00,08:39:00,2
2013-01-10,6,4,12,4,6,5,0.1,97,5.5,1018,93.875,6,4,1,143,119,122,0,1,3.1,météo très défavorable,16:58:00,08:38:00,4
2013-01-11,3,0,8,2,3,0,0.5,96,6.75,1019,60.375,3,2,-1,143,119,335,0.4,2,5.1,météo très défavorable,17:00:00,08:38:00,2
2013-01-12,3,-2,16,-2,3,-1,1.2,80,8,1019,56,3,0,-7,116,119,338,1,2,5.1,météo très défavorable,17:01:00,08:37:00,-2
2013-01-13,1,-5,14,-3,1,-4,3.3,78,5.375,1017,62.5,1,0,-6,338,335,113,2.7,1,6.9,météo très défavorable,17:03:00,08:36:00,-1
2013-01-14,-1,-6,13,-4,-1,-5,0.1,82,9.375,1017,50.625,0,0,-8,332,113,116,0.1,2,8.7,météo très défavorable,17:04:00,08:36:00,-4
2013-01-15,1,-4,15,-3,1,-3,5.1,96,3.875,1009,92.875,1,0,-8,338,332,122,3.5,1,3.3,météo très défavorable,17:06:00,08:35:00,-3
2013-01-16,-4,-9,10,-9,-4,-8,0.4,96,7.125,1014,51.125,0,0,-13,323,113,143,0.3,1,8.7,météo très défavorable,17:07:00,08:34:00,-8
2013-01-17,-6,-10,7,-9,-6,-10,0,99,2,1019,69.125,0,0,-13,260,116,143,0,1,6.9,météo très défavorable,17:09:00,08:33:00,-7
2013-01-18,-1,-9,17,-8,-1,-5,0,93,8,1017,69,0,0,-13,116,122,119,0,1,3.3,météo très défavorable,17:10:00,08:32:00,-8
2013-01-19,-3,-7,16,-6,-3,-6,1.4,93,8,1000,75.125,0,0,-11,338,119,323,1.2,1,5.1,météo très défavorable,17:12:00,08:31:00,-5
2013-01-20,-1,-7,18,-6,-1,-1,11.6,96,3.75,996,97.125,0,0,-12,338,338,338,9.9,1,3.3,météo très défavorable,17:13:00,08:30:00,-7
2013-01-21,1,-6,15,-5,1,-4,0.6,95,8,1000,68.625,1,0,-10,329,116,326,0.5,1,6.9,météo très défavorable,17:15:00,08:29:00,-4
2013-01-22,1,-8,8,-8,1,-5,0.2,92,9.375,1007,23.75,1,0,-10,323,113,113,0.2,1,8.7,météo très défavorable,17:17:00,08:28:00,-7
2013-01-23,-0,-7,8,-7,-0,-6,0,93,9,1010,13.375,0,0,-11,113,113,113,0,2,8.7,météo très défavorable,17:18:00,08:27:00,-7
2013-01-24,-4,-7,16,-7,-4,-5,0.2,97,5.125,1020,80.625,0,0,-12,143,326,332,0.2,1,3.4,météo très défavorable,17:20:00,08:26:00,-6
2013-01-25,-2,-7,11,-7,-2,-7,0.2,98,8.125,1021,46.25,0,0,-10,332,113,113,0.2,1,8.7,météo très défavorable,17:22:00,08:25:00,-5
2013-01-26,-1,-7,22,-7,-2,-2,0.1,91,9.5,1014,61,0,0,-14,113,122,116,0,2,3.4,météo très défavorable,17:23:00,08:23:00,-7
2013-01-27,2,1,40,1,2,2,5,97,6.375,1012,77,2,2,-6,266,302,263,0,1,3.4,météo très défavorable,17:25:00,08:22:00,1
2013-01-28,5,1,21,1,5,3,1.6,94,6.875,1016,56.5,5,4,-4,200,266,116,0,2,5.2,météo très défavorable,17:27:00,08:21:00,1
2013-01-29,9,5,32,7,8,9,24.5,96,6.375,1011,94.875,9,8,2,302,308,296,0,2,3.4,météo très défavorable,17:29:00,08:19:00,7
2013-01-30,11,6,43,10,11,7,5.1,94,9.375,1016,65.375,11,10,6,119,302,113,0,2,5.2,météo défavorable,17:30:00,08:18:00,9
2013-01-31,7,4,38,4,7,6,1.2,96,8.875,1019,72.125,7,6,-1,119,266,116,0,3,5.2,météo très défavorable,17:32:00,08:17:00,5
2013-02-01,6,2,19,5,5,4,8.7,100,8.125,1014,99.625,6,5,1,266,302,296,0,1,3.4,météo très défavorable,17:34:00,08:15:00,6
2013-02-02,3,-1,28,2,3,0,3.7,98,6.25,1017,69.625,3,2,-3,266,230,116,1.5,1,5.2,météo très défavorable,17:36:00,08:14:00,3
2013-02-03,4,-1,31,1,4,2,2.6,96,7.25,1021,83.75,4,1,-3,326,116,296,0.3,1,5.2,météo très défavorable,17:37:00,08:12:00,1
2013-02-04,9,2,27,6,8,6,3.2,97,6.875,1014,91.5,9,8,2,266,296,353,0,2,3.5,météo défavorable,17:39:00,08:11:00,6
2013-02-05,4,0,29,4,4,0,1.5,94,8.25,1011,61.25,4,3,-3,353,116,113,0.9,1,7,météo très défavorable,17:41:00,08:09:00,4
2013-02-06,2,-2,27,2,1,-2,8.4,99,5.875,1008,74.5,2,2,-5,320,119,116,0.8,1,5.2,météo très défavorable,17:43:00,08:07:00,1
2013-02-07,3,-2,19,-2,3,-0,2.8,95,5.5,1014,78.125,3,2,-7,200,335,371,2.4,2,3.5,météo très défavorable,17:44:00,08:06:00,-2
2013-02-08,1,-3,14,-2,1,-3,0.4,96,8,1018,71.75,1,0,-7,116,122,116,0.3,1,5.3,météo très défavorable,17:46:00,08:04:00,-2
2013-02-09,1,-8,6,-8,1,-4,0.1,96,6.625,1021,39.5,1,0,-9,143,116,116,0.1,1,7,météo très défavorable,17:48:00,08:03:00,-7
2013-02-10,-0,-5,30,-5,-0,-4,0,91,10,1017,44.125,0,0,-11,116,113,116,0,2,8.7,météo très défavorable,17:50:00,08:01:00,-4
