DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C
2009-01-24,4,0,11,0,4,2,0.6,97,7.625,998,51.75,4,2,-3,260,116,143,0,1,8.7,météo très défavorable,17:20:00,08:26:00,1
2009-01-25,5,0,31,1,5,1,0,89,10,999,22.75,5,0,-6,113,113,116,0,2,8.7,météo très défavorable,17:22:00,08:25:00,0
2009-01-26,5,-1,13,-1,5,1,0,85,10,1007,38.875,5,1,-5,119,113,113,0,2,8.7,météo très défavorable,17:23:00,08:23:00,1
2009-01-27,6,-2,9,-2,6,1,0,95,8,1017,22.125,6,1,-5,143,113,113,0,2,8.7,météo très défavorable,17:25:00,08:22:00,-1
2009-01-28,3,-3,15,-3,3,-2,0,83,10,1019,24.125,3,0,-7,113,116,116,0,2,8.7,météo très défavorable,17:27:00,08:21:00,-3
2009-01-29,4,-4,13,-4,4,-2,0,92,10,1022,15.875,4,0,-8,113,113,116,0,2,8.7,météo très défavorable,17:29:00,08:19:00,-3
2009-01-30,6,-2,21,-2,6,1,0,83,10,1023,9.625,6,0,-6,113,113,113,0,2,8.7,météo très défavorable,17:30:00,08:18:00,-2
2009-01-31,3,-2,26,-1,3,-1,0,68,10,1019,0.75,3,0,-7,113,113,113,0,2,8.7,météo très défavorable,17:32:00,08:17:00,0
2009-02-01,0,-4,28,-4,0,-1,0.1,86,7.75,1015,62.5,0,0,-11,116,230,122,0,2,3.4,météo très défavorable,17:34:00,08:15:00,-4
2009-02-02,2,-2,23,-1,2,2,10.8,92,7.625,1005,83.125,2,1,-7,332,302,296,0.3,1,3.5,météo très défavorable,17:35:00,08:14:00,-2
2009-02-03,2,0,18,1,2,0,7.4,97,5.5,1002,86,2,1,-3,296,317,335,3.2,1,3.5,météo très défavorable,17:37:00,08:12:00,1
2009-02-04,3,-3,9,-3,3,-1,0.7,94,7.375,1001,52.25,3,0,-6,143,116,122,0.4,1,7,météo très défavorable,17:39:00,08:11:00,-3
2009-02-05,7,1,28,3,7,5,1.8,95,8.25,995,72.625,7,5,-3,119,296,263,0,3,3.5,météo très défavorable,17:41:00,08:09:00,1
2009-02-06,8,3,22,3,7,5,0.4,96,8,994,40,8,6,-1,116,353,113,0,2,5.2,météo très défavorable,17:42:00,08:08:00,3
2009-02-07,4,-1,22,2,3,1,1.2,99,5.375,997,82.125,4,3,-1,248,317,116,0,1,3.5,météo très défavorable,17:44:00,08:06:00,2
2009-02-08,3,-1,19,1,3,1,0.8,93,8.375,1007,80.125,3,0,-3,119,119,119,0.7,1,3.5,météo très défavorable,17:46:00,08:04:00,1
2009-02-09,4,1,27,1,4,1,12.6,93,6,1006,78.5,4,3,-5,119,266,302,0,2,5.3,météo très défavorable,17:48:00,08:03:00,1
2009-02-10,8,1,47,6,4,1,28.7,95,4.875,1008,94.25,8,7,-6,302,302,338,3.7,1,3.6,météo très défavorable,17:49:00,08:01:00,8
2009-02-11,5,-2,18,-2,5,2,1.4,96,8.5,1016,59.875,5,2,-6,116,116,317,0.8,1,7,météo très défavorable,17:51:00,07:59:00,0
2009-02-12,4,-1,19,-0,4,-0,0.8,94,8,1023,71.375,4,1,-4,119,116,116,0.7,1,5.4,météo très défavorable,17:53:00,07:57:00,0
2009-02-13,2,-2,12,-1,2,1,0.8,97,3.625,1022,87,2,0,-4,143,332,332,0.7,1,3.7,météo très défavorable,17:55:00,07:56:00,-2
2009-02-14,2,-4,12,-4,1,-2,0,96,10,1030,24,2,0,-9,116,113,113,0,1,8.7,météo très défavorable,17:56:00,07:54:00,-1
2009-02-15,4,-4,18,-3,3,1,1.2,84,9.875,1031,50.625,4,0,-8,113,116,119,0,2,7.1,météo très défavorable,17:58:00,07:52:00,-3
2009-02-16,6,2,14,3,5,5,7.5,100,7.25,1024,99,6,5,0,296,143,122,0,1,5.3,météo très défavorable,18:00:00,07:50:00,3
2009-02-17,6,3,24,5,6,4,12.5,100,7.75,1024,98.75,6,6,0,302,296,296,0,2,5.3,météo très défavorable,18:02:00,07:48:00,5
2009-02-18,3,-3,12,-3,2,-1,0,81,10,1027,31.375,3,0,-7,116,116,113,0,2,10.6,météo très défavorable,18:03:00,07:47:00,-1
2009-02-19,5,-3,13,-3,5,0,0.5,73,8,1028,51.5,5,0,-6,113,116,266,0,2,10,météo très défavorable,18:05:00,07:45:00,-2
2009-02-20,6,2,16,3,6,4,0.3,98,10,1031,86.5,6,4,-1,122,119,122,0,2,5.3,météo très défavorable,18:07:00,07:43:00,2
2009-02-21,7,0,10,0,7,3,0.1,98,6.5,1032,78.125,7,3,-1,248,119,119,0,1,5.3,météo très défavorable,18:08:00,07:41:00,2
2009-02-22,6,2,23,3,6,6,2,97,5.375,1029,86.75,6,5,-0,266,266,266,0,2,5.4,météo très défavorable,18:10:00,07:39:00,3
2009-02-23,5,5,18,5,5,5,1.4,95,6,1023,95.75,5,4,1,122,266,122,0,2,5.4,météo très défavorable,18:12:00,07:37:00,5
2009-02-24,7,1,12,2,6,2,0,94,10,1029,59,7,3,-1,119,116,113,0,1,8.5,météo très défavorable,18:13:00,07:35:00,3
2009-02-25,8,0,14,-0,8,3,0,92,10,1031,20.125,8,1,-4,113,113,116,0,2,10.8,météo très défavorable,18:15:00,07:33:00,0
2009-02-26,9,3,21,4,9,6,0.2,95,10,1027,94.875,9,4,-0,122,122,122,0,2,5.4,météo très défavorable,18:17:00,07:31:00,4
2009-02-27,7,4,20,4,7,7,0.4,94,9,1021,88.5,7,6,0,119,122,122,0,2,5.5,météo très défavorable,18:19:00,07:29:00,5
2009-02-28,12,4,13,4,11,6,0,95,8,1020,41.375,12,6,1,143,113,113,0,2,10.9,météo très défavorable,18:20:00,07:27:00,5
2009-03-01,12,5,16,6,11,10,2.8,93,8.75,1011,76.75,12,10,2,119,122,296,0,2,7,météo défavorable,18:22:00,07:25:00,5
2009-03-02,9,3,14,5,9,4,4.5,94,8,1018,50.125,9,6,3,263,116,113,0,2,11,météo très défavorable,18:24:00,07:22:00,6
2009-03-03,10,1,25,1,10,5,0,95,9,1018,34.625,10,3,-3,116,116,116,0,2,11.1,météo très défavorable,18:25:00,07:20:00,1
2009-03-04,5,4,37,4,5,4,3.6,89,7.125,999,77.625,5,3,-3,119,296,296,0,2,7.1,météo très défavorable,18:27:00,07:18:00,4
2009-03-05,6,1,24,1,6,3,0.1,97,6.75,994,81,6,2,-1,143,116,122,0,1,8.6,météo très défavorable,18:29:00,07:16:00,1
2009-03-06,7,1,28,3,7,2,1.3,84,8.75,1007,55.625,7,1,-3,338,116,113,0.3,1,10.1,météo très défavorable,18:30:00,07:14:00,3
2009-03-07,9,0,16,0,9,6,0,98,6.5,1014,53,9,4,-4,248,116,116,0,2,8.6,météo très défavorable,18:32:00,07:12:00,0
2009-03-08,10,5,30,7,8,6,4.2,93,9.625,1011,68.625,10,7,2,122,296,116,0,3,7.1,météo défavorable,18:34:00,07:10:00,5
2009-03-09,7,2,30,2,6,4,0.6,88,9.875,1015,79.125,7,2,-3,122,122,116,0,1,7.1,météo très défavorable,18:35:00,07:07:00,3
2009-03-10,7,3,31,5,3,6,8.9,99,7.25,1015,98.25,7,7,-2,266,302,296,0,2,5.7,météo très défavorable,18:37:00,07:05:00,4
2009-03-11,9,1,15,1,8,4,0,97,10,1025,43.25,9,3,-3,119,116,113,0,2,10.1,météo très défavorable,18:39:00,07:03:00,1
2009-03-12,9,3,25,5,8,8,1.9,93,4,1025,94.125,9,8,0,266,266,266,0,3,5.7,météo très défavorable,18:40:00,07:01:00,3
2009-03-13,12,6,9,6,12,6,1,97,6.75,1022,76.25,12,7,5,248,119,122,0,2,7.3,météo défavorable,18:42:00,06:59:00,8
2009-03-14,14,6,24,6,14,9,0.4,92,8,1021,56.375,14,8,3,119,116,266,0,2,8.8,météo correcte,18:44:00,06:56:00,6
2009-03-15,11,4,21,4,10,6,0,97,7.75,1032,47.875,11,6,1,248,119,113,0,3,8.8,météo très défavorable,18:45:00,06:54:00,5
2009-03-16,13,2,7,2,12,6,0,99,6.25,1035,48.375,13,7,1,248,113,113,0,2,11.6,météo correcte,18:47:00,06:52:00,2
2009-03-17,13,2,20,2,13,8,0,91,10,1035,23.375,13,7,1,116,113,113,0,3,11.6,météo correcte,18:49:00,06:50:00,2
2009-03-18,13,1,10,1,12,6,0,73,10,1036,23,13,1,-2,116,113,113,0,3,11.6,météo très défavorable,18:50:00,06:48:00,2
2009-03-19,11,2,23,2,11,5,0,60,10,1029,12.25,11,3,-1,113,113,113,0,3,11.6,météo très défavorable,18:52:00,06:45:00,4
2009-03-20,9,-1,12,-1,9,3,0,90,10,1032,7.375,9,0,-4,113,113,113,0,3,11.6,météo très défavorable,18:54:00,06:43:00,0
2009-03-21,11,-1,6,-1,11,3,0,74,10,1031,7,11,0,-3,113,113,113,0,3,11.6,météo très défavorable,18:55:00,06:41:00,-1
2009-03-22,10,0,19,1,10,4,0.2,99,7.75,1029,44,10,4,-2,248,113,113,0,3,10.2,météo très défavorable,18:57:00,06:39:00,0
2009-03-23,8,3,33,5,8,6,6.9,96,7.5,1025,92.875,8,5,1,122,122,296,0,2,6.1,météo très défavorable,18:58:00,06:36:00,5
2009-03-24,7,2,25,3,6,4,5.9,92,9.5,1015,78.125,7,3,-2,362,296,122,0,1,6.3,météo très défavorable,19:00:00,06:34:00,2
2009-03-25,5,2,29,2,5,4,20.5,100,7.875,1012,77.625,5,5,-4,302,302,356,0,2,7.7,météo très défavorable,19:02:00,06:32:00,3
2009-03-26,7,1,33,5,6,7,8,98,7.875,1008,89.875,7,6,1,266,296,296,0,2,6.4,météo très défavorable,19:03:00,06:30:00,2
2009-03-27,7,4,26,4,6,4,7.5,93,8.875,1002,84.75,7,5,-0,353,266,353,0,2,6.4,météo très défavorable,19:05:00,06:28:00,5
2009-03-28,7,4,25,4,7,5,3.2,97,8.625,1004,82.5,7,5,-1,200,119,119,0,2,6.4,météo très défavorable,19:07:00,06:25:00,6
2009-03-29,8,1,18,4,7,4,0.7,96,8,1016,65.25,8,4,0,266,119,113,0,2,9,météo très défavorable,19:08:00,06:23:00,4
2009-03-30,11,0,10,1,11,4,0,91,9,1023,0.375,11,2,1,113,113,113,0,2,11.6,météo très défavorable,19:10:00,06:21:00,0
2009-03-31,12,1,15,1,12,7,0,82,10,1024,4.75,12,2,-2,113,113,113,0,3,11.6,météo très défavorable,19:11:00,06:19:00,1
2009-04-01,13,2,26,2,13,9,0,86,10,1021,1.75,13,5,-2,113,113,113,0,3,11.6,météo correcte,19:13:00,06:17:00,2
2009-04-02,17,5,18,6,16,12,0,82,10,1019,6.375,17,11,3,113,116,113,0,4,11.6,météo correcte,19:15:00,06:14:00,5
2009-04-03,21,9,12,9,21,14,2,91,9.875,1017,12.125,21,13,9,113,113,176,0,5,11.6,météo favorable,19:16:00,06:12:00,9
2009-04-04,15,6,13,10,12,10,0.2,94,6,1022,51,15,10,8,143,119,113,0,3,9.1,météo correcte,19:18:00,06:10:00,9
2009-04-05,16,4,8,8,16,10,0,94,7,1024,22.875,16,9,8,113,116,113,0,3,11.6,météo correcte,19:20:00,06:08:00,4
2009-04-06,18,7,15,8,18,14,0,90,8,1019,22.625,18,10,7,113,113,113,0,3,11.6,météo favorable,19:21:00,06:06:00,7
2009-04-07,12,7,13,10,12,9,6,94,7.875,1013,60.75,12,10,8,263,296,296,0,4,6.6,météo défavorable,19:23:00,06:04:00,10
2009-04-08,11,7,33,7,10,9,2.4,92,6.875,1014,65.125,11,10,3,116,266,296,0,3,7.9,météo défavorable,19:24:00,06:02:00,7
2009-04-09,16,11,17,11,16,14,2,96,7.875,1016,55.875,16,11,9,266,119,113,0,3,10.9,météo correcte,19:26:00,05:59:00,11
2009-04-10,21,11,26,13,21,16,0.6,70,9.875,1010,20.125,21,12,11,113,113,386,0,5,13.7,météo favorable,19:28:00,05:57:00,13
2009-04-11,16,11,17,12,13,13,5.5,86,7.625,1010,44.625,16,11,11,293,263,386,0,3,13.3,météo correcte,19:29:00,05:55:00,12
2009-04-12,20,10,13,10,20,15,0.5,95,7.875,1012,14.625,20,13,9,143,113,113,0,4,13.8,météo favorable,19:31:00,05:53:00,10
2009-04-13,18,7,12,8,18,14,0,96,5.5,1012,44.375,18,11,7,143,113,113,0,3,13.8,météo favorable,19:32:00,05:51:00,7
2009-04-14,21,7,13,10,20,16,0.1,91,8,1009,10.625,21,12,8,113,113,113,0,4,13.9,météo favorable,19:34:00,05:49:00,7
2009-04-15,22,10,13,12,22,16,0,64,10,1008,14.625,24,13,10,113,113,113,0,5,13.9,météo favorable,19:36:00,05:47:00,10
2009-04-16,13,9,16,10,13,9,9.1,92,8.75,1007,43.25,13,10,9,116,293,299,0,4,13.3,météo correcte,19:37:00,05:45:00,11
2009-04-17,9,8,21,9,9,9,29.6,96,6.625,1009,99.5,9,9,6,296,308,302,0,2,8.7,météo très défavorable,19:39:00,05:43:00,8
2009-04-18,15,8,18,8,14,10,6.2,97,7.625,1016,73.125,15,9,7,248,116,263,0,3,11,météo défavorable,19:40:00,05:41:00,8
2009-04-19,17,7,10,8,16,13,0.1,93,10,1023,41,17,10,6,116,116,113,0,4,13.4,météo correcte,19:42:00,05:39:00,7
2009-04-20,18,8,15,10,17,13,0,87,10,1024,2.75,18,10,9,113,113,113,0,4,14.1,météo favorable,19:44:00,05:37:00,8
2009-04-21,18,7,13,10,18,13,0,87,8,1025,1.125,18,9,9,113,113,113,0,3,14.1,météo favorable,19:45:00,05:35:00,7
2009-04-22,15,3,16,7,15,10,0,81,9,1026,27.875,15,8,6,116,122,113,0,3,13.4,météo correcte,19:47:00,05:33:00,3
2009-04-23,15,2,11,5,15,11,0,88,9,1025,2,15,7,4,113,113,113,0,4,14.2,météo correcte,19:48:00,05:31:00,2
2009-04-24,17,5,19,7,16,12,0,82,10,1024,2.5,17,7,5,113,113,113,0,4,14.2,météo correcte,19:50:00,05:29:00,5
2009-04-25,13,7,24,9,12,11,2.5,90,7.25,1013,52,13,10,6,113,296,266,0,4,11.1,météo correcte,19:51:00,05:27:00,7
2009-04-26,15,8,9,11,14,11,15.8,94,7.875,1012,76.25,15,12,11,299,293,266,0,3,10,météo défavorable,19:53:00,05:25:00,9
2009-04-27,12,8,25,9,12,10,14.8,95,9,1004,64.125,12,9,6,296,176,113,0,3,11.2,météo défavorable,19:55:00,05:23:00,9
2009-04-28,12,5,13,8,10,10,4.6,96,9.5,1005,49.625,12,8,5,296,293,113,0,3,13.4,météo défavorable,19:56:00,05:21:00,6
2009-04-29,15,3,7,7,15,12,5.4,88,8.625,1014,46,15,10,5,116,353,356,0,4,12.3,météo correcte,19:58:00,05:19:00,3
2009-04-30,19,6,5,10,19,14,0.7,92,9,1020,30.625,19,10,10,113,116,116,0,4,14.4,météo favorable,19:59:00,05:18:00,6
2009-05-01,21,4,8,12,21,15,1.8,82,9.75,1025,12.875,24,13,12,113,113,176,0,5,14.5,météo favorable,20:01:00,05:16:00,4
2009-05-02,17,5,10,8,17,14,0.4,91,7.875,1029,22.625,17,12,6,113,116,176,0,3,13.5,météo correcte,20:02:00,05:14:00,5
2009-05-03,16,4,13,9,16,11,0.3,90,7.75,1028,50.25,16,8,8,113,116,116,0,3,13.5,météo correcte,20:04:00,05:12:00,4
2009-05-04,14,0,9,8,13,12,0.1,76,10,1028,39.875,14,6,8,113,116,119,0,4,12.4,météo correcte,20:05:00,05:10:00,0
2009-05-05,13,7,18,8,12,13,1.9,97,6,1024,87.875,13,11,6,122,266,266,0,4,9.4,météo défavorable,20:07:00,05:09:00,7
2009-05-06,14,10,23,10,14,13,0.5,87,9,1019,87,14,11,7,122,119,116,0,3,9.4,météo défavorable,20:08:00,05:07:00,10
2009-05-07,20,10,15,11,18,17,0.1,83,10,1018,21.125,20,13,9,113,113,113,0,4,14.5,météo favorable,20:10:00,05:05:00,10
2009-05-08,15,7,27,12,15,12,0.9,90,8.625,1019,55,15,11,11,116,122,176,0,4,11.5,météo correcte,20:11:00,05:04:00,11
2009-05-09,14,2,13,7,14,9,11.1,92,9.25,1020,44.375,14,11,6,113,116,305,0,4,12.5,météo correcte,20:13:00,05:02:00,3
2009-05-10,20,2,14,11,20,15,2.8,92,7.625,1020,30.75,20,12,11,113,113,176,0,4,14.5,météo favorable,20:14:00,05:00:00,2
2009-05-11,16,10,26,11,12,13,25.9,97,8,1019,62.125,16,11,9,308,299,113,0,3,12.6,météo très défavorable,20:16:00,04:59:00,10
2009-05-12,12,9,28,11,11,11,23.6,95,8.625,1020,78.625,12,10,8,119,308,299,0,3,9.8,météo très défavorable,20:17:00,04:57:00,10
2009-05-13,20,9,10,11,20,18,3.2,94,8.375,1018,51.375,20,17,9,119,116,176,0,5,13.6,météo favorable,20:19:00,04:56:00,9
2009-05-14,19,11,5,13,19,15,13.6,94,7.125,1011,65.25,19,17,13,143,119,356,0,4,11.7,météo défavorable,20:20:00,04:54:00,11
2009-05-15,15,9,15,13,14,11,13.3,97,7.125,1010,71.75,15,14,12,266,353,353,0,3,11.7,météo défavorable,20:22:00,04:53:00,13
2009-05-16,16,6,25,9,16,13,0.5,92,9.875,1013,38.75,16,10,6,116,116,116,0,3,14.5,météo correcte,20:23:00,04:51:00,6
2009-05-17,14,9,21,11,14,12,20.6,97,8.25,1015,51.5,14,11,10,308,299,176,0,4,12.6,météo très défavorable,20:24:00,04:50:00,10
2009-05-18,17,9,23,11,16,13,0.2,83,10,1020,22.125,17,10,9,113,116,113,0,4,14.5,météo correcte,20:26:00,04:49:00,9
2009-05-19,19,8,15,12,19,15,0.2,85,8.375,1021,19.375,19,13,10,113,113,113,0,5,14.5,météo favorable,20:27:00,04:47:00,8
2009-05-20,22,5,8,14,21,19,0,85,8,1022,21,25,16,14,113,116,113,0,4,14.5,météo favorable,20:29:00,04:46:00,5
2009-05-21,21,9,12,16,21,17,0.6,83,9.875,1016,26.25,21,14,16,113,116,113,0,5,14.5,météo favorable,20:30:00,04:45:00,10
2009-05-22,18,6,22,10,17,16,0,87,9,1020,20.375,18,12,9,113,113,113,0,4,14.5,météo favorable,20:31:00,04:44:00,6
2009-05-23,22,7,16,12,21,18,0,77,10,1021,17.875,25,15,11,113,113,116,0,5,14.5,météo favorable,20:33:00,04:42:00,8
2009-05-24,25,13,7,17,25,21,1.1,79,9.875,1019,13.875,26,17,17,113,113,113,0,5,14.5,météo idéale,20:34:00,04:41:00,13
2009-05-25,27,14,11,17,26,26,0,82,9.875,1020,16,30,23,17,113,200,113,0,6,14.5,météo correcte,20:35:00,04:40:00,14
2009-05-26,20,9,30,20,18,10,5.3,96,8.5,1021,54.25,20,18,11,386,353,296,0,4,10.9,météo correcte,20:36:00,04:39:00,17
2009-05-27,16,7,20,9,16,12,0.8,92,6.875,1026,51.25,16,9,7,116,116,119,0,3,12.7,météo correcte,20:37:00,04:38:00,7
2009-05-28,18,10,17,13,18,16,2,95,5,1031,82,18,15,12,266,266,119,0,4,10,météo défavorable,20:39:00,04:37:00,11
2009-05-29,18,9,17,12,18,15,0,93,7.5,1032,33.625,18,10,11,116,113,113,0,4,14.5,météo favorable,20:40:00,04:36:00,9
2009-05-30,20,7,19,12,19,16,0,72,10,1028,2.75,20,10,10,113,113,113,0,5,14.5,météo favorable,20:41:00,04:35:00,7
2009-05-31,21,9,17,13,21,18,0.3,88,8.875,1024,24.875,25,14,12,116,176,113,0,5,14.5,météo favorable,20:42:00,04:35:00,9
2009-06-01,23,10,20,15,23,19,0.1,84,10,1023,9.875,25,14,15,113,113,113,0,6,14.5,météo favorable,20:43:00,04:34:00,10
2009-06-02,21,10,18,12,21,18,0,79,10,1022,2.625,21,13,11,113,113,113,0,5,14.5,météo favorable,20:44:00,04:33:00,10
2009-06-03,18,8,18,11,18,14,0,78,9,1021,12.625,18,8,11,113,113,113,0,5,14.5,météo favorable,20:45:00,04:32:00,8
2009-06-04,14,6,15,9,14,12,0,76,7.75,1019,49.125,14,6,8,113,116,119,0,3,12.7,météo correcte,20:46:00,04:32:00,6
2009-06-05,15,4,9,9,15,14,0,82,8,1015,27.125,15,7,8,113,116,113,0,3,13.6,météo correcte,20:47:00,04:31:00,4
2009-06-06,11,6,18,8,11,10,0.7,83,7,1006,60.25,11,9,5,116,119,266,0,4,11.9,météo défavorable,20:48:00,04:31:00,6
2009-06-07,16,5,20,10,16,13,3.7,93,7.375,1005,60.5,16,13,9,116,353,353,0,3,13.6,météo correcte,20:49:00,04:30:00,5
2009-06-08,18,8,11,10,18,12,2.8,88,9.75,1009,58.5,18,12,8,116,116,296,0,4,12.7,météo correcte,20:49:00,04:30:00,8
2009-06-09,19,13,27,14,19,15,4.7,90,9.375,1008,68.5,19,13,12,116,200,353,0,4,11.9,météo défavorable,20:50:00,04:29:00,13
2009-06-10,18,10,15,12,18,11,9,94,8.75,1014,70.75,18,13,12,116,116,302,0,3,11.9,météo défavorable,20:51:00,04:29:00,10
2009-06-11,15,9,24,11,14,13,17.1,93,8.625,1020,64.625,15,13,8,299,353,356,0,3,11.9,météo très défavorable,20:52:00,04:29:00,11
2009-06-12,19,8,12,11,19,18,0.5,86,9.875,1022,25.75,19,13,9,113,113,116,0,4,13.6,météo favorable,20:52:00,04:29:00,9
2009-06-13,22,7,6,14,22,22,0,82,10,1023,17.75,25,19,15,113,116,113,0,5,14.5,météo favorable,20:53:00,04:28:00,7
2009-06-14,24,14,11,17,21,22,1.9,90,7.75,1020,40.5,25,19,17,116,293,113,0,5,13.6,météo correcte,20:53:00,04:28:00,14
2009-06-15,18,12,9,15,17,18,1.5,95,7.25,1018,58.625,18,14,15,119,113,113,0,4,12.8,météo correcte,20:54:00,04:28:00,12
2009-06-16,20,12,18,12,16,18,3.2,90,9.375,1025,24.25,20,13,11,176,176,113,0,4,14.5,météo favorable,20:54:00,04:28:00,12
2009-06-17,22,11,17,14,22,20,0,85,8,1025,16,25,16,14,113,113,116,0,4,14.5,météo favorable,20:55:00,04:28:00,11
2009-06-18,22,13,14,15,22,19,0.3,88,9.875,1018,18.375,25,13,15,176,113,113,0,5,14.5,météo favorable,20:55:00,04:28:00,16
2009-06-19,19,10,16,12,19,16,0,82,10,1022,44.5,19,9,11,116,116,119,0,5,12.8,météo favorable,20:55:00,04:28:00,10
2009-06-20,17,8,13,12,17,15,0.5,86,8.625,1022,44.875,17,10,11,116,116,119,0,5,13.6,météo correcte,20:56:00,04:28:00,8
2009-06-21,15,6,11,11,15,15,8.5,95,7.25,1024,54,15,13,10,353,356,356,0,3,11,météo correcte,20:56:00,04:28:00,8
2009-06-22,18,6,13,10,18,15,0,92,7.5,1027,41.125,18,10,9,116,116,113,0,4,14.5,météo favorable,20:56:00,04:29:00,6
2009-06-23,21,9,18,12,20,18,0,89,7.75,1028,18,21,12,11,116,113,113,0,4,14.5,météo favorable,20:56:00,04:29:00,9
