DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C
2014-01-01,7,3,30,3,7,6,3.4,95,8,1011,79.125,7,6,-2,116,122,266,0,2,3,météo très défavorable,16:47:00,08:41:00,3
2014-01-02,9,6,29,8,9,6,4.5,93,7.75,1007,69,9,7,4,122,266,119,0,2,4.9,météo défavorable,16:48:00,08:41:00,7
2014-01-03,11,6,35,8,11,9,2.3,92,8.875,1008,60,11,9,4,122,122,176,0,3,3,météo défavorable,16:49:00,08:41:00,8
2014-01-04,9,6,28,6,9,6,0.7,91,9,1010,45,9,7,2,116,122,116,0,3,6.8,météo défavorable,16:50:00,08:41:00,6
2014-01-05,6,2,22,3,5,3,1.1,95,9.875,1010,49.375,6,6,-2,116,113,116,0,1,8.1,météo très défavorable,16:51:00,08:40:00,5
2014-01-06,11,6,36,8,11,9,2.4,93,7.875,1007,70.125,11,9,4,122,116,266,0,2,6.8,météo défavorable,16:53:00,08:40:00,6
2014-01-07,10,8,32,8,10,10,1.8,93,9.875,1014,50.375,10,8,4,119,116,116,0,2,6.8,météo défavorable,16:54:00,08:40:00,8
2014-01-08,10,8,21,8,10,8,0.2,96,10,1020,56.125,10,8,4,119,116,116,0,2,6.8,météo défavorable,16:55:00,08:39:00,9
2014-01-09,10,4,37,9,10,7,5.8,95,9.375,1014,75.125,10,8,5,119,296,353,0,2,3.1,météo défavorable,16:57:00,08:39:00,8
2014-01-10,7,3,19,4,7,3,0,96,10,1018,50.125,7,4,-0,116,116,116,0,2,6.8,météo très défavorable,16:58:00,08:38:00,4
2014-01-11,8,1,26,3,8,3,0.2,93,9.375,1024,36.5,8,5,-1,116,119,113,0,2,6.8,météo très défavorable,16:59:00,08:38:00,2
2014-01-12,6,0,15,1,6,1,0,88,10,1026,13.25,6,1,-2,116,113,113,0,2,8.6,météo très défavorable,17:01:00,08:37:00,0
2014-01-13,8,2,18,6,8,6,0,96,10,1015,64.375,8,6,2,119,119,119,0,3,5.1,météo très défavorable,17:02:00,08:36:00,4
2014-01-14,6,1,21,4,6,2,0.6,93,8.875,1010,74.25,6,4,0,119,266,317,0,2,3.3,météo très défavorable,17:04:00,08:36:00,5
2014-01-15,5,0,27,1,4,3,4.7,92,7.75,1011,76.25,5,4,-4,116,296,266,0,2,3.3,météo très défavorable,17:05:00,08:35:00,0
2014-01-16,6,5,23,5,6,6,3.3,92,8.625,1004,75.25,6,5,1,266,296,293,0,2,3.3,météo très défavorable,17:07:00,08:34:00,6
2014-01-17,8,3,26,3,8,6,0.6,93,9.375,1001,57,8,4,-2,116,119,263,0,2,5.1,météo très défavorable,17:08:00,08:33:00,4
2014-01-18,9,3,24,3,9,4,0,88,10,1002,24.625,9,3,-2,113,113,113,0,3,8.7,météo très défavorable,17:10:00,08:32:00,4
2014-01-19,8,4,17,5,8,6,1.3,89,6.75,1001,79.25,8,5,1,116,263,266,0,2,3.3,météo très défavorable,17:11:00,08:31:00,5
2014-01-20,5,3,15,4,4,3,4.7,100,6.75,1009,100,5,5,0,122,122,122,0,1,3.3,météo très défavorable,17:13:00,08:30:00,5
2014-01-21,5,0,13,3,5,1,0.2,98,7.5,1014,65.125,5,3,0,248,122,113,0,1,5.1,météo très défavorable,17:15:00,08:29:00,3
2014-01-22,4,-1,18,-1,4,1,0,92,9,1014,43.5,4,0,-6,116,113,119,0,1,8.7,météo très défavorable,17:16:00,08:28:00,-1
2014-01-23,5,0,21,1,4,3,2,92,8.875,1015,87.5,5,4,-3,116,122,122,0,1,3.3,météo très défavorable,17:18:00,08:27:00,1
2014-01-24,4,-1,10,0,4,-0,0,97,9,1018,32.75,7,3,-3,143,113,113,0,2,8.7,météo très défavorable,17:20:00,08:26:00,-1
2014-01-25,4,0,22,1,4,2,2.4,81,9.5,1019,53.5,5,2,-3,116,116,119,0,2,8.7,météo très défavorable,17:21:00,08:25:00,0
2014-01-26,5,1,29,1,5,4,5.8,95,9.375,1014,75.25,5,5,-3,122,116,122,0,1,6.9,météo très défavorable,17:23:00,08:24:00,2
2014-01-27,3,1,28,1,3,2,3.1,93,9.125,997,59.125,3,2,-4,122,116,263,0,1,5.2,météo très défavorable,17:25:00,08:22:00,1
2014-01-28,5,0,31,0,5,2,1,95,8.375,997,55.25,5,1,-5,116,119,266,0,2,6.9,météo très défavorable,17:26:00,08:21:00,0
2014-01-29,5,0,25,-0,5,2,0.6,81,8.375,1001,61.875,5,0,-6,116,116,266,0,1,6.9,météo très défavorable,17:28:00,08:20:00,1
2014-01-30,6,-1,15,-1,6,3,0.4,86,9.375,1007,63.5,6,2,-5,116,116,119,0,1,5.2,météo très défavorable,17:30:00,08:18:00,-1
2014-01-31,7,0,19,0,7,3,0,91,10,1009,45.75,7,3,-2,113,116,116,0,2,8.7,météo très défavorable,17:32:00,08:17:00,0
2014-02-01,6,4,30,4,6,4,7,91,8.25,1005,64,6,5,-1,122,302,116,0,3,5.2,météo très défavorable,17:33:00,08:16:00,4
2014-02-02,7,1,20,1,7,3,0,93,10,1017,12,7,3,-4,113,113,113,0,2,8.7,météo très défavorable,17:35:00,08:14:00,2
2014-02-03,7,1,20,1,7,2,0,93,9,1016,11,7,2,-3,113,113,113,0,1,8.7,météo très défavorable,17:37:00,08:13:00,1
2014-02-04,7,0,23,2,7,3,0,90,10,1009,33.625,7,3,-4,119,116,113,0,2,7,météo très défavorable,17:39:00,08:11:00,0
2014-02-05,8,2,32,3,8,4,2.2,87,7.625,1002,59.875,8,4,-3,266,263,122,0,2,7,météo très défavorable,17:40:00,08:09:00,3
2014-02-06,8,3,31,3,8,5,2.5,94,8.25,1005,74.5,8,4,-3,116,119,296,0,2,3.5,météo très défavorable,17:42:00,08:08:00,3
