DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C
2015-02-11,6,-1,10,-0,6,1,0,92,9,1029,16.75,6,1,-2,113,113,113,0,2,8.7,météo très défavorable,17:50:00,08:00:00,-1
2015-02-12,6,0,14,-0,6,2,0,92,10,1023,7.875,6,2,-3,113,113,113,0,2,8.7,météo très défavorable,17:52:00,07:58:00,0
2015-02-13,8,0,30,1,8,5,0,76,10,1020,24.5,8,2,-4,113,113,113,0,3,8.7,météo très défavorable,17:54:00,07:57:00,0
2015-02-14,8,4,26,5,7,5,0.4,93,9.75,1008,94.375,8,5,1,122,200,200,0,2,3.8,météo très défavorable,17:56:00,07:55:00,5
2015-02-15,8,2,15,3,8,3,0.5,91,9.25,1017,49.875,8,3,-0,119,176,116,0,2,8.7,météo très défavorable,17:57:00,07:53:00,2
2015-02-16,7,0,13,1,7,2,0,89,10,1021,11.25,7,2,-2,113,113,113,0,2,8.7,météo très défavorable,17:59:00,07:51:00,1
2015-02-17,6,0,15,-0,6,4,0.5,94,9,1040,72.25,6,3,-3,122,122,266,0,2,5.3,météo très défavorable,18:01:00,07:49:00,0
2015-02-18,7,0,7,-0,7,1,0,96,8,1041,18,7,1,-1,143,116,113,0,2,10.6,météo très défavorable,18:02:00,07:47:00,0
2015-02-19,6,-2,30,-2,6,2,0,89,10,1035,8.125,6,0,-7,113,113,113,0,2,10.6,météo très défavorable,18:04:00,07:46:00,-1
2015-02-20,7,1,37,3,7,6,7.5,89,6.375,1020,87.25,7,4,-3,266,266,302,0,3,5.3,météo très défavorable,18:06:00,07:44:00,3
2015-02-21,6,2,20,2,5,3,19.1,96,7.25,1004,94,6,4,-2,338,119,389,9.3,1,5.3,météo très défavorable,18:08:00,07:42:00,3
2015-02-22,6,-1,21,-1,6,2,9.4,94,7,1011,33.625,6,0,-4,143,113,116,8,1,10.7,météo très défavorable,18:09:00,07:40:00,0
2015-02-23,8,3,40,3,7,4,16.4,92,7.5,1001,72.25,8,5,-3,302,302,176,0,2,8.5,météo très défavorable,18:11:00,07:38:00,3
2015-02-24,7,1,39,1,6,3,1.6,92,10,1014,66.75,7,3,-5,122,119,353,0,2,5.4,météo très défavorable,18:13:00,07:36:00,1
2015-02-25,4,-1,24,-0,4,2,14.3,92,7.625,1019,75.375,4,3,-5,122,302,302,0,1,5.4,météo très défavorable,18:14:00,07:34:00,-1
2015-02-26,8,2,30,3,8,6,7.2,96,6.5,1020,87.875,8,6,-1,119,122,296,0,2,7,météo très défavorable,18:16:00,07:32:00,2
2015-02-27,6,1,26,3,6,2,9.8,87,9.25,1022,57.5,6,4,-3,317,353,116,0,1,10.1,météo très défavorable,18:18:00,07:30:00,3
2015-02-28,8,0,35,0,7,4,0,89,10,1022,35,8,0,-5,113,116,119,0,2,10.1,météo très défavorable,18:19:00,07:28:00,0
2015-03-01,8,4,35,8,8,6,6,93,8.625,1007,87,8,7,3,296,122,119,0,2,5.5,météo très défavorable,18:21:00,07:26:00,5
2015-03-02,8,2,46,3,8,3,2.6,91,9.875,1017,35.625,8,5,-2,113,122,113,0,2,10.1,météo très défavorable,18:23:00,07:23:00,5
2015-03-03,8,1,36,1,8,4,2.3,87,9.875,1020,33.25,8,4,-4,116,116,113,0,3,10.1,météo très défavorable,18:25:00,07:21:00,1
2015-03-04,7,0,27,0,7,2,1,91,9.875,1033,22.75,7,1,-5,113,116,176,0,2,11.1,météo très défavorable,18:26:00,07:19:00,0
2015-03-05,8,0,14,-0,8,3,0,96,9,1039,42.625,8,2,-3,143,113,116,0,2,11.1,météo très défavorable,18:28:00,07:17:00,0
2015-03-06,9,1,14,1,9,5,0,79,10,1038,26.375,9,3,-2,113,119,113,0,3,10.1,météo très défavorable,18:30:00,07:15:00,1
2015-03-07,12,2,26,2,11,7,0,75,10,1033,19.75,12,4,-2,116,113,113,0,3,11.2,météo très défavorable,18:31:00,07:13:00,3
2015-03-08,14,4,19,4,14,8,0,62,10,1027,10.375,14,6,1,113,116,113,0,3,11.2,météo correcte,18:33:00,07:11:00,4
2015-03-09,13,4,10,7,12,8,0.3,99,5.25,1028,66.125,13,7,6,248,116,116,0,2,10.1,météo défavorable,18:35:00,07:08:00,6
2015-03-10,8,4,22,6,8,5,0.6,87,9.5,1027,76.375,8,4,4,122,119,119,0,2,7.1,météo très défavorable,18:36:00,07:06:00,6
2015-03-11,9,3,19,3,8,5,1.2,95,8.625,1017,64.25,9,4,-0,119,119,116,0,2,10.1,météo très défavorable,18:38:00,07:04:00,3
2015-03-12,9,2,19,2,9,5,0.9,90,8.5,1017,53.75,10,4,-1,119,116,119,0,3,11.4,météo très défavorable,18:40:00,07:02:00,2
2015-03-13,9,1,15,1,9,5,0.4,94,8.25,1021,61.25,10,4,-1,119,116,119,0,2,10.1,météo très défavorable,18:41:00,07:00:00,2
2015-03-14,9,2,15,2,9,5,0.4,94,8.5,1022,58.375,10,5,-0,119,119,116,0,2,8.8,météo très défavorable,18:43:00,06:57:00,2
2015-03-15,11,3,18,3,10,7,0.3,91,8,1021,57,11,6,0,119,119,119,0,3,7.4,météo très défavorable,18:45:00,06:55:00,3
2015-03-16,11,4,17,4,11,7,0.7,95,8.5,1018,59.25,12,6,1,119,116,116,0,2,10.2,météo très défavorable,18:46:00,06:53:00,4
2015-03-17,9,3,18,3,9,5,0.1,94,9,1017,60.5,9,4,-0,119,119,119,0,3,8.8,météo très défavorable,18:48:00,06:51:00,3
2015-03-18,9,2,18,2,9,6,1.4,89,8.875,1017,63,9,3,-1,119,119,119,0,2,7.4,météo très défavorable,18:50:00,06:49:00,3
2015-03-19,8,2,15,5,6,5,1.1,83,9.5,1028,70.25,8,4,2,176,122,119,0,2,6,météo très défavorable,18:51:00,06:46:00,5
2015-03-20,11,1,12,1,11,6,0,97,7.75,1027,32,11,6,-1,248,116,113,0,3,10.2,météo très défavorable,18:53:00,06:44:00,2
2015-03-21,7,1,27,2,7,5,1.7,93,7,1022,74.875,7,5,-2,122,122,266,0,3,6.1,météo très défavorable,18:54:00,06:42:00,1
2015-03-22,8,2,26,3,7,3,0.9,93,7,1025,60.375,8,4,-2,266,116,113,0,2,10.2,météo très défavorable,18:56:00,06:40:00,4
2015-03-23,11,1,8,1,11,7,0,86,10,1021,45.25,11,3,-1,119,116,119,0,3,10.2,météo très défavorable,18:58:00,06:37:00,1
2015-03-24,10,2,11,2,10,6,1,92,9.875,1012,65.5,10,3,0,113,116,122,0,2,8.9,météo très défavorable,18:59:00,06:35:00,4
2015-03-25,7,3,15,5,7,5,20.9,97,5.75,1010,98.625,7,5,1,302,296,266,0,2,6.3,météo très défavorable,19:01:00,06:33:00,4
2015-03-26,8,0,36,0,8,6,2.5,94,6.25,1010,59.25,8,5,-3,143,119,296,0,3,7.7,météo très défavorable,19:03:00,06:31:00,0
2015-03-27,9,2,27,2,8,5,0.1,93,10,1023,42,9,3,-3,116,116,113,0,3,7.7,météo très défavorable,19:04:00,06:29:00,2
2015-03-28,11,2,33,4,8,11,0.9,91,9,1023,85.875,11,10,0,122,122,122,0,3,6.4,météo très défavorable,19:06:00,06:26:00,4
2015-03-29,11,8,55,9,10,10,20.6,92,7.375,1010,100,11,9,4,266,302,302,0,2,6.4,météo très défavorable,19:08:00,06:24:00,8
2015-03-30,9,6,41,6,9,7,6.4,90,7.625,1012,83,9,7,1,122,119,122,0,2,7.7,météo défavorable,19:09:00,06:22:00,7
2015-03-31,11,4,53,10,10,6,5.6,85,8.75,1013,75.625,11,9,4,122,353,176,0,2,9,météo défavorable,19:11:00,06:20:00,11
2015-04-01,9,2,39,3,8,6,3,81,9.875,1022,69.125,9,2,-3,122,119,122,0,2,7.8,météo très défavorable,19:12:00,06:18:00,2
2015-04-02,8,1,32,7,7,4,13.6,96,8.875,1024,67.625,8,7,1,308,122,113,0,2,9,météo très défavorable,19:14:00,06:15:00,6
2015-04-03,8,0,17,3,8,6,2.2,74,8.75,1024,81.875,8,5,-1,119,122,296,0,3,6.5,météo très défavorable,19:16:00,06:13:00,1
2015-04-04,8,2,27,5,7,5,1.9,88,8.875,1023,83.625,8,4,1,122,122,119,0,2,7.8,météo très défavorable,19:17:00,06:11:00,2
2015-04-05,10,-1,17,-0,9,5,0.1,95,8,1028,20.375,10,1,-4,143,113,113,0,3,11.6,météo très défavorable,19:19:00,06:09:00,-1
2015-04-06,10,-1,13,2,8,6,0,76,10,1034,49.125,10,5,-1,116,122,116,0,3,7.8,météo très défavorable,19:20:00,06:07:00,-1
2015-04-07,13,1,12,3,12,7,0,80,10,1038,12.25,13,3,1,113,113,116,0,3,11.6,météo correcte,19:22:00,06:05:00,1
2015-04-08,14,2,12,5,13,9,0,86,10,1035,3.375,14,6,4,113,113,113,0,4,11.6,météo correcte,19:24:00,06:03:00,2
2015-04-09,20,5,11,7,19,13,0,79,10,1031,1.25,20,7,5,113,113,113,0,4,13.3,météo favorable,19:25:00,06:00:00,5
2015-04-10,21,4,16,8,20,15,0,76,10,1023,39.5,21,10,7,119,119,113,0,5,10.9,météo correcte,19:27:00,05:58:00,4
2015-04-11,13,4,33,11,12,9,1.5,86,8.875,1027,65.75,13,9,8,122,353,176,0,4,9.8,météo défavorable,19:28:00,05:56:00,8
2015-04-12,16,3,24,6,15,12,0,90,10,1030,14.5,16,8,3,113,113,116,0,4,13.8,météo correcte,19:30:00,05:54:00,3
2015-04-13,13,5,14,6,13,9,0.2,94,8.5,1028,54.125,13,6,4,116,116,116,0,4,13.3,météo correcte,19:32:00,05:52:00,5
2015-04-14,14,5,14,7,14,10,1.1,89,8.875,1016,64.25,14,8,5,116,116,116,0,4,12.2,météo correcte,19:33:00,05:50:00,5
2015-04-15,13,5,15,7,13,9,0.5,89,8.75,1019,59,13,6,5,119,119,116,0,3,13.3,météo correcte,19:35:00,05:48:00,5
2015-04-16,19,9,17,9,19,16,0,91,10,1015,10.25,19,11,7,113,113,113,0,5,13.9,météo favorable,19:37:00,05:46:00,9
2015-04-17,13,6,28,6,13,10,0.1,71,10,1022,27,13,4,2,116,113,113,0,4,13.9,météo correcte,19:38:00,05:44:00,8
2015-04-18,13,2,28,4,13,9,0,82,10,1026,17.5,13,3,0,113,113,113,0,2,14,météo correcte,19:40:00,05:42:00,2
2015-04-19,13,2,16,4,13,11,0,80,10,1024,43.625,13,6,1,119,113,119,0,3,11.1,météo correcte,19:41:00,05:40:00,2
2015-04-20,17,5,21,7,17,12,0,77,10,1028,18.125,17,6,5,119,113,113,0,4,13.4,météo correcte,19:43:00,05:38:00,5
2015-04-21,19,5,18,8,18,13,0,84,10,1031,43.25,19,7,6,113,122,116,0,4,12.2,météo correcte,19:44:00,05:36:00,5
2015-04-22,14,3,23,5,14,10,0,87,10,1031,11.625,14,7,1,113,113,113,0,4,14.1,météo correcte,19:46:00,05:34:00,3
2015-04-23,18,4,7,7,16,14,0,88,10,1023,5.625,18,9,6,113,113,113,0,4,14.2,météo favorable,19:48:00,05:32:00,4
2015-04-24,20,5,21,10,20,15,2.2,77,9.75,1016,23.375,20,12,9,116,116,176,0,5,14.2,météo favorable,19:49:00,05:30:00,5
2015-04-25,15,8,27,10,15,13,11.1,96,8.25,1011,88.125,15,12,10,302,296,353,0,3,8.9,météo défavorable,19:51:00,05:28:00,8
2015-04-26,16,9,15,11,16,12,3.5,94,9.625,1008,87.75,16,11,9,122,122,122,0,4,8.9,météo défavorable,19:52:00,05:26:00,9
2015-04-27,11,5,30,6,10,8,9.8,94,8.25,1015,65.375,11,8,2,296,116,119,0,2,11.2,météo défavorable,19:54:00,05:24:00,7
2015-04-28,14,6,13,8,13,10,1.1,88,8.5,1013,59,14,8,6,119,119,116,0,4,13.4,météo correcte,19:55:00,05:22:00,6
2015-04-29,14,1,27,6,13,10,1,61,9.875,1021,54.25,14,6,3,116,122,353,0,4,11.2,météo correcte,19:57:00,05:20:00,2
2015-04-30,11,4,26,7,10,8,6.1,93,8.75,1015,60.375,11,7,3,119,296,176,0,2,10.1,météo défavorable,19:59:00,05:18:00,4
2015-05-01,12,1,17,6,12,10,0.2,85,10,1012,55.625,12,5,3,119,116,119,0,2,10.3,météo défavorable,20:00:00,05:17:00,2
2015-05-02,15,2,13,7,15,12,0.1,77,10,1012,61.125,15,9,5,113,119,119,0,3,11.4,météo correcte,20:02:00,05:15:00,2
2015-05-03,16,10,33,12,15,14,5.5,94,6.75,1007,90.75,16,14,10,122,296,266,0,3,9.3,météo défavorable,20:03:00,05:13:00,11
2015-05-04,19,10,22,11,19,17,8.1,92,9.75,1010,68.25,19,14,9,119,113,122,0,4,11.4,météo défavorable,20:05:00,05:11:00,10
2015-05-05,20,10,51,17,16,12,7.7,88,9.5,1009,40.75,20,14,12,200,122,176,0,4,12.4,météo correcte,20:06:00,05:09:00,16
2015-05-06,15,7,45,10,15,12,0.6,77,10,1015,36.25,15,8,6,113,122,116,0,4,12.5,météo correcte,20:08:00,05:08:00,7
2015-05-07,15,6,25,8,15,12,0,86,10,1019,30.125,15,7,4,116,116,113,0,4,14.5,météo correcte,20:09:00,05:06:00,6
2015-05-08,19,8,12,11,19,15,0,77,10,1018,49.25,19,10,10,116,119,116,0,5,12.5,météo correcte,20:11:00,05:04:00,8
2015-05-09,17,9,36,13,16,12,1.3,86,9.75,1023,55.375,17,11,10,122,113,176,0,3,12.5,météo correcte,20:12:00,05:03:00,11
2015-05-10,19,6,12,10,18,16,0.3,92,9,1027,34.25,19,11,9,116,113,113,0,5,14.5,météo favorable,20:14:00,05:01:00,6
2015-05-11,24,11,19,14,24,20,0,78,10,1024,22.5,25,15,13,113,113,116,0,6,14.5,météo favorable,20:15:00,04:59:00,11
2015-05-12,18,9,28,14,17,14,0,77,10,1023,30.75,18,12,14,113,122,113,0,5,13.5,météo correcte,20:17:00,04:58:00,12
2015-05-13,18,6,7,12,18,15,0.1,76,10,1024,15,18,8,12,113,113,116,0,5,14.5,météo favorable,20:18:00,04:56:00,6
2015-05-14,16,6,15,8,16,12,3.9,82,8.5,1015,52.75,16,11,5,113,122,296,0,4,11.7,météo correcte,20:20:00,04:55:00,6
2015-05-15,16,6,27,8,15,13,3.3,95,7.375,1023,46.5,16,9,5,266,113,113,0,3,13.6,météo correcte,20:21:00,04:53:00,8
2015-05-16,13,1,27,7,11,11,0.3,93,7,1026,86,13,12,4,122,122,143,0,3,9.8,météo défavorable,20:22:00,04:52:00,2
2015-05-17,16,6,17,10,15,15,0.4,90,10,1027,67.125,16,9,9,119,122,116,0,3,11.7,météo défavorable,20:24:00,04:51:00,10
2015-05-18,18,4,32,9,18,13,1.6,75,9.875,1020,57.125,18,10,7,116,119,122,0,4,11.7,météo correcte,20:25:00,04:49:00,4
2015-05-19,13,5,38,7,13,9,5.1,90,9.625,1010,31,13,6,3,116,176,176,0,3,14.5,météo correcte,20:27:00,04:48:00,7
2015-05-20,13,3,21,6,13,10,3.4,88,9.875,1021,28.875,13,6,3,116,353,176,0,4,13.6,météo correcte,20:28:00,04:47:00,3
2015-05-21,16,3,17,9,16,13,0,83,10,1027,27.875,16,9,7,113,119,116,0,4,13.6,météo correcte,20:29:00,04:45:00,3
2015-05-22,18,3,11,11,18,15,0,73,10,1028,34.875,18,10,10,116,113,116,0,5,14.5,météo favorable,20:31:00,04:44:00,4
2015-05-23,19,7,20,12,19,14,1.4,89,10,1023,65.125,19,13,11,116,119,353,0,5,11.8,météo défavorable,20:32:00,04:43:00,7
2015-05-24,19,5,10,11,18,16,0,86,10,1022,24.375,19,9,11,113,113,113,0,4,14.5,météo favorable,20:33:00,04:42:00,5
2015-05-25,16,8,25,11,16,11,4.1,95,7,1018,86,16,12,10,266,353,353,0,3,10,météo défavorable,20:35:00,04:41:00,9
2015-05-26,15,3,18,8,14,13,0.3,85,9,1024,57.25,15,8,6,116,122,116,0,3,11.8,météo correcte,20:36:00,04:40:00,3
2015-05-27,17,3,14,12,15,15,0,70,10,1025,48.625,17,10,12,113,122,116,0,3,11.8,météo correcte,20:37:00,04:39:00,3
2015-05-28,16,8,35,12,16,13,1.4,79,9.875,1018,53.5,16,11,10,113,353,353,0,4,12.7,météo correcte,20:38:00,04:38:00,9
2015-05-29,15,4,34,10,15,13,4.3,80,9.75,1015,71.875,15,8,7,116,122,122,0,3,10.9,météo défavorable,20:39:00,04:37:00,4
2015-05-30,15,4,27,8,15,12,5.8,90,9.625,1017,41.875,15,7,5,116,176,353,0,3,12.7,météo correcte,20:40:00,04:36:00,4
2015-05-31,19,7,38,13,19,14,3.5,82,8.75,1016,85.75,19,13,10,122,122,296,0,5,10,météo défavorable,20:42:00,04:35:00,9
2015-06-01,17,6,16,9,15,14,2.4,90,9.875,1018,49.875,17,8,8,122,116,116,0,3,12.7,météo correcte,20:43:00,04:34:00,6
2015-06-02,18,9,45,11,15,17,1.4,84,8.375,1015,84.375,18,14,8,119,266,122,0,3,10.1,météo défavorable,20:44:00,04:33:00,10
2015-06-03,16,13,28,13,16,15,0.2,81,10,1027,61.875,16,12,10,113,119,122,0,4,11.8,météo correcte,20:45:00,04:33:00,14
2015-06-04,24,8,13,14,22,21,0,75,10,1028,10.875,25,16,14,113,113,113,0,5,14.5,météo favorable,20:46:00,04:32:00,8
2015-06-05,30,14,21,19,30,25,3.8,75,9.875,1021,13.75,32,21,19,113,113,386,0,7,14.5,météo favorable,20:47:00,04:32:00,15
2015-06-06,19,10,19,13,19,16,3.6,91,9.625,1028,9.25,19,11,11,116,113,113,0,4,14.5,météo favorable,20:47:00,04:31:00,10
2015-06-07,20,6,19,12,19,16,0,75,10,1030,5.75,20,9,11,113,113,113,0,5,14.5,météo favorable,20:48:00,04:30:00,6
2015-06-08,17,6,30,9,17,15,0,85,10,1030,28.625,17,8,6,116,113,116,0,4,14.5,météo correcte,20:49:00,04:30:00,6
2015-06-09,16,7,31,9,15,13,0,83,10,1028,27.875,16,8,6,122,113,113,0,4,13.6,météo correcte,20:50:00,04:30:00,7
2015-06-10,21,6,26,11,20,18,0,82,10,1027,20,21,12,8,113,116,113,0,5,14.5,météo favorable,20:51:00,04:29:00,6
2015-06-11,24,10,21,15,23,22,0,79,10,1022,27.125,25,16,15,113,119,116,0,6,13.6,météo correcte,20:51:00,04:29:00,10
2015-06-12,27,13,23,19,27,24,1.3,80,9.875,1013,17.875,28,18,19,113,113,386,0,6,14.5,météo idéale,20:52:00,04:29:00,13
2015-06-13,22,14,28,14,22,18,3.6,94,8.75,1012,30,25,14,12,293,113,113,0,4,13.6,météo favorable,20:53:00,04:28:00,14
2015-06-14,22,7,12,14,22,20,0,69,9.375,1013,25,24,13,14,113,113,116,0,5,14.5,météo favorable,20:53:00,04:28:00,7
2015-06-15,17,10,21,12,13,17,0.3,92,8.75,1021,82,17,12,10,122,122,116,0,3,11,météo défavorable,20:54:00,04:28:00,13
2015-06-16,17,6,22,10,17,15,0,80,10,1025,15.75,17,7,7,113,116,113,0,4,14.5,météo correcte,20:54:00,04:28:00,6
2015-06-17,21,4,14,13,21,18,0,70,10,1026,19,21,11,13,113,113,113,0,5,14.5,météo favorable,20:55:00,04:28:00,4
2015-06-18,18,9,24,15,17,14,4.9,98,8.875,1020,61.5,18,15,15,353,116,116,0,4,12.8,météo correcte,20:55:00,04:28:00,14
2015-06-19,17,7,28,12,17,13,0.7,77,10,1021,90,17,10,10,122,122,122,0,4,10.2,météo défavorable,20:55:00,04:28:00,8
2015-06-20,16,9,13,12,16,15,2.6,94,6,1021,88.125,16,11,10,266,116,122,0,3,11,météo défavorable,20:56:00,04:28:00,10
2015-06-21,19,10,30,14,18,16,2.6,94,9.125,1019,69.75,19,15,12,122,353,176,0,4,11.9,météo défavorable,20:56:00,04:28:00,10
2015-06-22,12,8,29,11,12,11,25.4,96,7.125,1015,87.875,12,11,9,296,302,389,0,3,10.2,météo très défavorable,20:56:00,04:29:00,10
2015-06-23,16,6,23,11,16,14,3.1,94,9.375,1020,71.125,16,11,8,353,353,122,0,3,11,météo défavorable,20:56:00,04:29:00,6
2015-06-24,19,5,11,12,19,19,0,88,7.75,1023,52.125,19,13,11,116,113,116,0,4,14.5,météo favorable,20:56:00,04:29:00,5
